date,Open,High,Low,close,Adj Close,Volume,Dividends,Stock Splits
2025-06-24 00:00:00+09:00,2034.0,2034.0,2000.0,2025.0,1996.15380859375,2400,0.0,0.0
2025-06-25 00:00:00+09:00,2023.0,2057.0,2023.0,2040.0,2010.940185546875,600,0.0,0.0
2025-06-26 00:00:00+09:00,2040.0,2088.0,2040.0,2088.0,2058.25634765625,3600,0.0,0.0
2025-06-27 00:00:00+09:00,2095.0,2136.0,2095.0,2107.0,2076.985595703125,2300,0.0,0.0
2025-06-30 00:00:00+09:00,2110.0,2130.0,2070.0,2128.0,2097.6865234375,3100,0.0,0.0
2025-07-01 00:00:00+09:00,2130.0,2134.0,2128.0,2134.0,2103.60107421875,1800,0.0,0.0
2025-07-02 00:00:00+09:00,2148.0,2148.0,2071.0,2119.0,2088.814697265625,3000,0.0,0.0
2025-07-03 00:00:00+09:00,2119.0,2119.0,2119.0,2119.0,2088.814697265625,200,0.0,0.0
2025-07-04 00:00:00+09:00,2120.0,2120.0,2080.0,2110.0,2079.94287109375,2600,0.0,0.0
2025-07-07 00:00:00+09:00,2103.0,2105.0,2056.0,2076.0,2046.4273681640625,1900,0.0,0.0
2025-07-08 00:00:00+09:00,2076.0,2076.0,2018.0,2067.0,2037.5555419921875,2900,0.0,0.0
2025-07-09 00:00:00+09:00,2067.0,2077.0,2067.0,2077.0,2047.4130859375,500,0.0,0.0
2025-07-10 00:00:00+09:00,2077.0,2099.0,2067.0,2075.0,2045.4415283203125,2800,0.0,0.0
2025-07-11 00:00:00+09:00,2059.0,2094.0,2058.0,2094.0,2064.1708984375,1800,0.0,0.0
2025-07-14 00:00:00+09:00,2099.0,2197.0,2099.0,2101.0,2071.0712890625,7400,0.0,0.0
2025-07-15 00:00:00+09:00,2100.0,2190.0,2072.0,2113.0,2082.900146484375,11800,0.0,0.0
2025-07-16 00:00:00+09:00,2120.0,2150.0,2000.0,2017.0,1988.267822265625,10500,0.0,0.0
2025-07-17 00:00:00+09:00,2067.0,2119.0,2024.0,2119.0,2088.814697265625,4900,0.0,0.0
2025-07-18 00:00:00+09:00,2117.0,2117.0,2073.0,2090.0,2060.227783203125,1400,0.0,0.0
2025-07-22 00:00:00+09:00,2090.0,2125.0,2065.0,2070.0,2040.5128173828125,1800,0.0,0.0
2025-07-23 00:00:00+09:00,2139.0,2139.0,2109.0,2109.0,2078.957275390625,1700,0.0,0.0
2025-07-24 00:00:00+09:00,2118.0,2189.0,2118.0,2177.0,2145.988525390625,2400,0.0,0.0
2025-07-25 00:00:00+09:00,2172.0,2172.0,2135.0,2152.0,2121.3447265625,2500,0.0,0.0
2025-07-28 00:00:00+09:00,2186.0,2190.0,2100.0,2181.0,2149.931640625,6700,0.0,0.0
2025-07-29 00:00:00+09:00,2154.0,2154.0,2073.0,2090.0,2060.227783203125,3300,0.0,0.0
2025-07-30 00:00:00+09:00,2140.0,2200.0,2100.0,2158.0,2127.25927734375,4800,0.0,0.0
2025-07-31 00:00:00+09:00,2158.0,2223.0,2158.0,2223.0,2191.333251953125,3800,0.0,0.0
2025-08-01 00:00:00+09:00,2258.0,2270.0,2237.0,2258.0,2225.834716796875,3300,0.0,0.0
2025-08-04 00:00:00+09:00,2273.0,2398.0,2273.0,2397.0,2362.854736328125,8300,0.0,0.0
2025-08-05 00:00:00+09:00,2440.0,2443.0,2397.0,2437.0,2402.284912109375,3000,0.0,0.0
2025-08-06 00:00:00+09:00,2401.0,2445.0,2401.0,2408.0,2373.697998046875,2700,0.0,0.0
2025-08-07 00:00:00+09:00,2408.0,2450.0,2408.0,2435.0,2400.313232421875,1300,0.0,0.0
2025-08-08 00:00:00+09:00,2450.0,2450.0,2310.0,2360.0,2326.3818359375,4700,0.0,0.0
2025-08-12 00:00:00+09:00,2410.0,2410.0,2305.0,2397.0,2362.854736328125,1900,0.0,0.0
2025-08-13 00:00:00+09:00,2404.0,2404.0,2360.0,2386.0,2352.01123046875,800,0.0,0.0
2025-08-14 00:00:00+09:00,2364.0,2472.0,2364.0,2400.0,2365.81201171875,7800,0.0,0.0
2025-08-15 00:00:00+09:00,2367.0,2368.0,2325.0,2350.0,2316.524169921875,900,0.0,0.0
2025-08-18 00:00:00+09:00,2350.0,2400.0,2350.0,2385.0,2351.025634765625,2400,0.0,0.0
2025-08-19 00:00:00+09:00,2348.0,2350.0,2335.0,2339.0,2305.680908203125,2500,0.0,0.0
2025-08-20 00:00:00+09:00,2339.0,2339.0,2315.0,2324.0,2290.89453125,1100,0.0,0.0
2025-08-21 00:00:00+09:00,2325.0,2338.0,2315.0,2338.0,2304.695068359375,1400,0.0,0.0
2025-08-22 00:00:00+09:00,2335.0,2335.0,2323.0,2323.0,2289.90869140625,600,0.0,0.0
2025-08-25 00:00:00+09:00,2324.0,2373.0,2311.0,2373.0,2339.196533203125,2700,0.0,0.0
2025-08-26 00:00:00+09:00,2343.0,2384.0,2343.0,2380.0,2346.096923828125,1800,0.0,0.0
2025-08-27 00:00:00+09:00,2360.0,2453.0,2360.0,2425.0,2390.455810546875,4900,0.0,0.0
2025-08-28 00:00:00+09:00,2402.0,2426.0,2402.0,2402.0,2367.783447265625,600,0.0,0.0
2025-08-29 00:00:00+09:00,2412.0,2415.0,2403.0,2415.0,2380.59814453125,700,0.0,0.0
2025-09-01 00:00:00+09:00,2402.0,2423.0,2376.0,2386.0,2352.01123046875,900,0.0,0.0
2025-09-02 00:00:00+09:00,2430.0,2430.0,2381.0,2381.0,2347.08251953125,1600,0.0,0.0
2025-09-03 00:00:00+09:00,2422.0,2424.0,2386.0,2404.0,2369.7548828125,2400,0.0,0.0
2025-09-04 00:00:00+09:00,2404.0,2425.0,2402.0,2402.0,2367.783447265625,700,0.0,0.0
2025-09-05 00:00:00+09:00,2393.0,2447.0,2393.0,2429.0,2394.39892578125,2700,0.0,0.0
2025-09-08 00:00:00+09:00,2459.0,2495.0,2424.0,2450.0,2415.099609375,14700,0.0,0.0
2025-09-09 00:00:00+09:00,2453.0,2477.0,2401.0,2401.0,2366.797607421875,4400,0.0,0.0
2025-09-10 00:00:00+09:00,2401.0,2417.0,2390.0,2390.0,2355.954345703125,3000,0.0,0.0
