date,close
2025-11-11 00:00:00+09:00,1626.0
2025-11-12 00:00:00+09:00,1641.0
2025-11-13 00:00:00+09:00,1652.0
2025-11-14 00:00:00+09:00,1618.0
2025-11-17 00:00:00+09:00,1612.0
2025-11-18 00:00:00+09:00,1593.0
2025-11-19 00:00:00+09:00,1590.0
2025-11-20 00:00:00+09:00,1604.0
2025-11-21 00:00:00+09:00,1629.0
2025-11-25 00:00:00+09:00,1628.0
2025-11-26 00:00:00+09:00,1628.0
2025-11-27 00:00:00+09:00,1618.0
2025-11-28 00:00:00+09:00,1635.0
2025-12-01 00:00:00+09:00,1618.0
2025-12-02 00:00:00+09:00,1601.0
2025-12-03 00:00:00+09:00,1601.0
2025-12-04 00:00:00+09:00,1650.0
2025-12-05 00:00:00+09:00,1635.0
2025-12-08 00:00:00+09:00,1632.0
2025-12-09 00:00:00+09:00,1637.0
2025-12-10 00:00:00+09:00,1631.0
2025-12-11 00:00:00+09:00,1643.0
2025-12-12 00:00:00+09:00,1639.0
2025-12-15 00:00:00+09:00,1660.0
2025-12-16 00:00:00+09:00,1633.0
2025-12-17 00:00:00+09:00,1620.0
2025-12-18 00:00:00+09:00,1601.0
2025-12-19 00:00:00+09:00,1605.0
2025-12-22 00:00:00+09:00,1608.0
2025-12-23 00:00:00+09:00,1655.0
2025-12-24 00:00:00+09:00,1640.0
2025-12-25 00:00:00+09:00,1649.0
2025-12-26 00:00:00+09:00,1630.0
2025-12-29 00:00:00+09:00,1622.0
2025-12-30 00:00:00+09:00,1615.0
2026-01-05 00:00:00+09:00,1625.0
2026-01-06 00:00:00+09:00,1640.0
2026-01-07 00:00:00+09:00,1642.0
2026-01-08 00:00:00+09:00,1637.0
2026-01-09 00:00:00+09:00,1664.0
2026-01-13 00:00:00+09:00,1676.0
2026-01-14 00:00:00+09:00,1671.0
2026-01-15 00:00:00+09:00,1672.0
2026-01-16 00:00:00+09:00,1671.0
2026-01-19 00:00:00+09:00,1683.0
2026-01-20 00:00:00+09:00,1674.0
2026-01-21 00:00:00+09:00,1689.0
2026-01-22 00:00:00+09:00,1688.0
2026-01-23 00:00:00+09:00,1696.0
2026-01-26 00:00:00+09:00,1665.0
2026-01-27 00:00:00+09:00,1690.0
2026-01-28 00:00:00+09:00,1686.0
2026-01-29 00:00:00+09:00,1666.0
2026-01-30 00:00:00+09:00,1547.0
2026-02-02 00:00:00+09:00,1605.0
2026-02-03 00:00:00+09:00,1607.0
2026-02-04 00:00:00+09:00,1580.0
2026-02-05 00:00:00+09:00,1588.0
2026-02-06 00:00:00+09:00,1569.0
2026-02-09 00:00:00+09:00,1565.0
2026-02-10 00:00:00+09:00,1594.0
2026-02-12 00:00:00+09:00,1605.0
2026-02-13 00:00:00+09:00,1573.0
2026-02-16 00:00:00+09:00,1575.0
2026-02-17 00:00:00+09:00,1567.0
2026-02-18 00:00:00+09:00,1630.0
2026-02-19 00:00:00+09:00,1623.0
2026-02-20 00:00:00+09:00,1611.0
2026-02-24 00:00:00+09:00,1612.0
2026-02-25 00:00:00+09:00,1612.0
2026-02-26 00:00:00+09:00,1672.0
2026-02-27 00:00:00+09:00,1714.0
2026-03-02 00:00:00+09:00,1730.0
2026-03-03 00:00:00+09:00,1719.0
2026-03-04 00:00:00+09:00,1650.0
2026-03-05 00:00:00+09:00,1712.0
2026-03-06 00:00:00+09:00,1712.0
2026-03-09 00:00:00+09:00,1683.0
2026-03-10 00:00:00+09:00,1710.0
2026-03-11 00:00:00+09:00,1728.0
2026-03-12 00:00:00+09:00,1720.0
2026-03-13 00:00:00+09:00,1724.0
2026-03-16 00:00:00+09:00,1729.0
2026-03-17 00:00:00+09:00,1710.0
2026-03-18 00:00:00+09:00,1740.0
2026-03-19 00:00:00+09:00,1705.0
2026-03-23 00:00:00+09:00,1631.0
2026-03-24 00:00:00+09:00,1651.0
2026-03-25 00:00:00+09:00,1670.0
2026-03-26 00:00:00+09:00,1631.0
2026-03-27 00:00:00+09:00,1640.0
2026-03-30 00:00:00+09:00,1543.0
2026-03-31 00:00:00+09:00,1518.0
2026-04-01 00:00:00+09:00,1600.0
2026-04-02 00:00:00+09:00,1579.0
2026-04-03 00:00:00+09:00,1606.0
2026-04-06 00:00:00+09:00,1593.0
2026-04-07 00:00:00+09:00,1631.0
2026-04-08 00:00:00+09:00,1640.0
2026-04-09 00:00:00+09:00,1610.0
2026-04-10 00:00:00+09:00,1592.0
2026-04-13 00:00:00+09:00,1570.0
2026-04-14 00:00:00+09:00,1568.0
2026-04-15 00:00:00+09:00,1569.0
2026-04-16 00:00:00+09:00,1610.0
2026-04-17 00:00:00+09:00,1624.0
2026-04-20 00:00:00+09:00,1623.0
2026-04-21 00:00:00+09:00,1618.0
2026-04-22 00:00:00+09:00,1600.0
2026-04-23 00:00:00+09:00,1578.0
2026-04-24 00:00:00+09:00,1604.0
2026-04-27 00:00:00+09:00,1582.0
2026-04-28 00:00:00+09:00,1581.0
2026-04-30 00:00:00+09:00,1553.0
2026-05-01 00:00:00+09:00,1533.0
2026-05-07 00:00:00+09:00,1530.0
2026-05-08 00:00:00+09:00,1517.0
2026-05-11 00:00:00+09:00,1549.0
2026-05-12 00:00:00+09:00,1560.0
2026-05-13 00:00:00+09:00,1567.0
2026-05-14 00:00:00+09:00,1404.0
2026-05-15 00:00:00+09:00,1361.0
2026-05-18 00:00:00+09:00,1391.0
2026-05-19 00:00:00+09:00,1368.0
2026-05-20 00:00:00+09:00,1328.0
2026-05-21 00:00:00+09:00,1325.0
2026-05-22 00:00:00+09:00,1330.0
2026-05-25 00:00:00+09:00,1338.0
2026-05-26 00:00:00+09:00,1391.0
2026-05-27 00:00:00+09:00,1349.0
2026-05-28 00:00:00+09:00,1343.0
2026-05-29 00:00:00+09:00,1333.0
2026-06-01 00:00:00+09:00,1328.0
2026-06-02 00:00:00+09:00,1305.0
2026-06-03 00:00:00+09:00,1293.0
2026-06-04 00:00:00+09:00,1293.0
2026-06-05 00:00:00+09:00,1283.0
2026-06-08 00:00:00+09:00,1250.0
2026-06-09 00:00:00+09:00,1264.0
2026-06-10 00:00:00+09:00,1259.0
2026-06-11 00:00:00+09:00,1216.0
2026-06-12 00:00:00+09:00,1150.0
2026-06-15 00:00:00+09:00,1193.0
2026-06-16 00:00:00+09:00,1184.0
2026-06-17 00:00:00+09:00,1191.0
2026-06-18 00:00:00+09:00,1189.0
2026-06-19 00:00:00+09:00,1181.0
2026-06-22 00:00:00+09:00,1204.0
2026-06-23 00:00:00+09:00,1206.0
2026-06-24 00:00:00+09:00,1200.0
2026-06-25 00:00:00+09:00,1207.0
2026-06-26 00:00:00+09:00,1182.0
2026-06-29 00:00:00+09:00,1180.0
2026-06-30 00:00:00+09:00,1180.0
2026-07-01 00:00:00+09:00,1200.0
2026-07-02 00:00:00+09:00,1244.0
2026-07-03 00:00:00+09:00,1248.0
2026-07-06 00:00:00+09:00,1276.0
2026-07-07 00:00:00+09:00,1268.0
2026-07-08 00:00:00+09:00,1308.0
2026-07-09 00:00:00+09:00,1283.0
2026-07-10 00:00:00+09:00,1306.0
2026-07-13 00:00:00+09:00,1310.0
2026-07-14 00:00:00+09:00,1301.0
2026-07-15 00:00:00+09:00,1306.0
2026-07-16 00:00:00+09:00,1280.0
2026-07-17 00:00:00+09:00,1266.0
2026-07-21 00:00:00+09:00,1266.0
2026-07-22 00:00:00+09:00,1263.0
2026-07-23 00:00:00+09:00,1283.0
2026-07-24 00:00:00+09:00,1278.0
2026-07-27 00:00:00+09:00,1308.0
2026-07-28 00:00:00+09:00,1280.0
2026-07-29 00:00:00+09:00,1312.0
